,unemployment_rate
1,0.23008849557522126
2,0.2212389380530974
3,0.19469026548672566
4,0.15929203539823011
5,0.15044247787610618
6,0.14159292035398233
7,0.15044247787610618
8,0.15929203539823011
9,0.1858407079646018
10,0.2035398230088496
11,0.21238938053097348
12,0.168141592920354
13,0.15929203539823011
14,0.12389380530973451
15,0.17699115044247793
16,0.15929203539823011
17,0.15044247787610618
18,0.17699115044247793
19,0.1858407079646018
20,0.19469026548672566
21,0.1858407079646018
22,0.23893805309734514
23,0.23893805309734514
24,0.2831858407079646
25,0.2831858407079646
26,0.3097345132743364
27,0.3097345132743364
28,0.31858407079646023
29,0.3274336283185841
30,0.3097345132743364
31,0.31858407079646023
32,0.2831858407079646
33,0.29203539823008856
34,0.27433628318584075
35,0.23893805309734514
36,0.23008849557522126
37,0.21238938053097348
38,0.1858407079646018
39,0.19469026548672566
40,0.19469026548672566
41,0.1858407079646018
42,0.1858407079646018
43,0.17699115044247793
44,0.2035398230088496
45,0.19469026548672566
46,0.17699115044247793
47,0.2035398230088496
48,0.1858407079646018
49,0.2035398230088496
50,0.2212389380530974
51,0.2035398230088496
52,0.2035398230088496
53,0.2212389380530974
54,0.19469026548672566
55,0.19469026548672566
56,0.17699115044247793
57,0.1858407079646018
58,0.1858407079646018
59,0.2035398230088496
60,0.1858407079646018
61,0.19469026548672566
62,0.17699115044247793
63,0.17699115044247793
64,0.168141592920354
65,0.15044247787610618
66,0.15929203539823011
67,0.13274336283185845
68,0.14159292035398233
69,0.15044247787610618
70,0.15044247787610618
71,0.12389380530973451
72,0.14159292035398233
73,0.13274336283185845
74,0.15044247787610618
75,0.11504424778761066
76,0.12389380530973451
77,0.10619469026548671
78,0.10619469026548671
79,0.08849557522123899
80,0.08849557522123899
81,0.07964601769911504
82,0.07079646017699118
83,0.06194690265486724
84,0.053097345132743376
85,0.053097345132743376
86,0.03539823008849557
87,0.03539823008849557
88,0.03539823008849557
89,0.044247787610619475
90,0.03539823008849557
91,0.03539823008849557
92,0.03539823008849557
93,0.02654867256637171
94,0.02654867256637171
95,0.017699115044247805
96,0.03539823008849557
97,0.044247787610619475
98,0.03539823008849557
99,0.03539823008849557
100,0.03539823008849557
101,0.03539823008849557
102,0.044247787610619475
103,0.03539823008849557
104,0.03539823008849557
105,0.03539823008849557
106,0.053097345132743376
107,0.044247787610619475
108,0.03539823008849557
109,0.02654867256637171
110,0.03539823008849557
111,0.02654867256637171
112,0.008849557522123902
113,0.008849557522123902
114,0.02654867256637171
115,0.02654867256637171
116,0.008849557522123902
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.008849557522123902
127,0.008849557522123902
128,0.008849557522123902
129,0.02654867256637171
130,0.02654867256637171
131,0.008849557522123902
132,0.008849557522123902
133,0.044247787610619475
134,0.07079646017699118
135,0.08849557522123899
136,0.10619469026548671
137,0.12389380530973451
138,0.13274336283185845
139,0.14159292035398233
140,0.15044247787610618
141,0.17699115044247793
142,0.1858407079646018
143,0.2212389380530974
144,0.23893805309734514
145,0.2212389380530974
146,0.2212389380530974
147,0.23008849557522126
148,0.2212389380530974
149,0.2212389380530974
150,0.2212389380530974
151,0.23008849557522126
152,0.23893805309734514
153,0.23008849557522126
154,0.21238938053097348
155,0.23008849557522126
156,0.23008849557522126
157,0.21238938053097348
158,0.2035398230088496
159,0.21238938053097348
160,0.2035398230088496
161,0.2035398230088496
162,0.2035398230088496
163,0.19469026548672566
164,0.19469026548672566
165,0.1858407079646018
166,0.19469026548672566
167,0.168141592920354
168,0.15929203539823011
169,0.13274336283185845
170,0.14159292035398233
171,0.13274336283185845
172,0.14159292035398233
173,0.13274336283185845
174,0.13274336283185845
175,0.12389380530973451
176,0.12389380530973451
177,0.12389380530973451
178,0.10619469026548671
179,0.12389380530973451
180,0.13274336283185845
181,0.15044247787610618
182,0.15929203539823011
183,0.15044247787610618
184,0.15044247787610618
185,0.15044247787610618
186,0.17699115044247793
187,0.1858407079646018
188,0.1858407079646018
189,0.2212389380530974
190,0.23008849557522126
191,0.2831858407079646
192,0.33628318584070804
193,0.415929203539823
194,0.415929203539823
195,0.46017699115044247
196,0.47787610619469034
197,0.49557522123893805
198,0.47787610619469034
199,0.46017699115044247
200,0.4424778761061947
201,0.4424778761061947
202,0.4424778761061947
203,0.43362831858407086
204,0.42477876106194684
205,0.3982300884955753
206,0.3805309734513275
207,0.3716814159292035
208,0.3805309734513275
209,0.3539823008849558
210,0.3716814159292035
211,0.3893805309734514
212,0.3893805309734514
213,0.3716814159292035
214,0.3805309734513275
215,0.3893805309734514
216,0.3893805309734514
217,0.36283185840707965
218,0.3716814159292035
219,0.3539823008849558
220,0.33628318584070804
221,0.31858407079646023
222,0.33628318584070804
223,0.3097345132743364
224,0.31858407079646023
225,0.3008849557522124
226,0.3008849557522124
227,0.3008849557522124
228,0.2654867256637169
229,0.2654867256637169
230,0.25663716814159293
231,0.25663716814159293
232,0.23893805309734514
233,0.23008849557522126
234,0.2212389380530974
235,0.24778761061946908
236,0.2212389380530974
237,0.23008849557522126
238,0.21238938053097348
239,0.2212389380530974
240,0.23008849557522126
241,0.2212389380530974
242,0.2212389380530974
243,0.21238938053097348
244,0.21238938053097348
245,0.19469026548672566
246,0.2035398230088496
247,0.2035398230088496
248,0.23008849557522126
249,0.2212389380530974
250,0.23008849557522126
251,0.2212389380530974
252,0.23008849557522126
253,0.25663716814159293
254,0.25663716814159293
255,0.25663716814159293
256,0.3097345132743364
257,0.36283185840707965
258,0.3716814159292035
259,0.3893805309734514
260,0.3805309734513275
261,0.36283185840707965
262,0.36283185840707965
263,0.36283185840707965
264,0.33628318584070804
265,0.36283185840707965
266,0.3539823008849558
267,0.3539823008849558
268,0.33628318584070804
269,0.36283185840707965
270,0.36283185840707965
271,0.33628318584070804
272,0.3539823008849558
273,0.3716814159292035
274,0.3982300884955753
275,0.43362831858407086
276,0.4513274336283186
277,0.46017699115044247
278,0.4867256637168142
279,0.49557522123893805
280,0.5221238938053098
281,0.5309734513274337
282,0.5486725663716814
283,0.5663716814159293
284,0.5663716814159293
285,0.5929203539823009
286,0.6194690265486726
287,0.6548672566371683
288,0.6548672566371683
289,0.6194690265486726
290,0.6194690265486726
291,0.6106194690265487
292,0.6017699115044247
293,0.5929203539823009
294,0.5929203539823009
295,0.5309734513274337
296,0.5398230088495576
297,0.5132743362831858
298,0.47787610619469034
299,0.4513274336283186
300,0.43362831858407086
301,0.40707964601769914
302,0.3893805309734514
303,0.3893805309734514
304,0.3805309734513275
305,0.3539823008849558
306,0.33628318584070804
307,0.36283185840707965
308,0.36283185840707965
309,0.3451327433628319
310,0.3539823008849558
311,0.33628318584070804
312,0.3451327433628319
313,0.3451327433628319
314,0.33628318584070804
315,0.33628318584070804
316,0.3451327433628319
317,0.33628318584070804
318,0.3539823008849558
319,0.3539823008849558
320,0.3274336283185841
321,0.3274336283185841
322,0.3274336283185841
323,0.31858407079646023
324,0.31858407079646023
325,0.29203539823008856
326,0.33628318584070804
327,0.33628318584070804
328,0.3274336283185841
329,0.33628318584070804
330,0.33628318584070804
331,0.31858407079646023
332,0.3097345132743364
333,0.31858407079646023
334,0.31858407079646023
335,0.3097345132743364
336,0.2831858407079646
337,0.2831858407079646
338,0.2831858407079646
339,0.2831858407079646
340,0.25663716814159293
341,0.25663716814159293
342,0.24778761061946908
343,0.23893805309734514
344,0.23008849557522126
345,0.2212389380530974
346,0.23008849557522126
347,0.21238938053097348
348,0.2035398230088496
349,0.2035398230088496
350,0.2035398230088496
351,0.2035398230088496
352,0.17699115044247793
353,0.19469026548672566
354,0.17699115044247793
355,0.17699115044247793
356,0.19469026548672566
357,0.17699115044247793
358,0.17699115044247793
359,0.168141592920354
360,0.168141592920354
361,0.17699115044247793
362,0.15929203539823011
363,0.14159292035398233
364,0.15929203539823011
365,0.15929203539823011
366,0.168141592920354
367,0.15929203539823011
368,0.15929203539823011
369,0.168141592920354
370,0.168141592920354
371,0.17699115044247793
372,0.17699115044247793
373,0.17699115044247793
374,0.168141592920354
375,0.15929203539823011
376,0.17699115044247793
377,0.17699115044247793
378,0.15929203539823011
379,0.1858407079646018
380,0.2035398230088496
381,0.2212389380530974
382,0.2212389380530974
383,0.24778761061946908
384,0.25663716814159293
385,0.2654867256637169
386,0.2831858407079646
387,0.3008849557522124
388,0.29203539823008856
389,0.3097345132743364
390,0.3097345132743364
391,0.3008849557522124
392,0.3097345132743364
393,0.3097345132743364
394,0.31858407079646023
395,0.31858407079646023
396,0.3451327433628319
397,0.3451327433628319
398,0.3539823008849558
399,0.3539823008849558
400,0.3539823008849558
401,0.3716814159292035
402,0.3893805309734514
403,0.3805309734513275
404,0.3716814159292035
405,0.3716814159292035
406,0.3451327433628319
407,0.3539823008849558
408,0.3539823008849558
409,0.3451327433628319
410,0.3274336283185841
411,0.31858407079646023
412,0.3274336283185841
413,0.3274336283185841
414,0.31858407079646023
415,0.3097345132743364
416,0.3008849557522124
417,0.29203539823008856
418,0.3008849557522124
419,0.2831858407079646
420,0.27433628318584075
421,0.2831858407079646
422,0.2831858407079646
423,0.27433628318584075
424,0.2654867256637169
425,0.23893805309734514
426,0.23893805309734514
427,0.23893805309734514
428,0.23008849557522126
429,0.2212389380530974
430,0.21238938053097348
431,0.19469026548672566
432,0.1858407079646018
433,0.19469026548672566
434,0.17699115044247793
435,0.17699115044247793
436,0.21238938053097348
437,0.19469026548672566
438,0.19469026548672566
439,0.2035398230088496
440,0.2035398230088496
441,0.19469026548672566
442,0.1858407079646018
443,0.19469026548672566
444,0.19469026548672566
445,0.19469026548672566
446,0.1858407079646018
447,0.1858407079646018
448,0.19469026548672566
449,0.19469026548672566
450,0.168141592920354
451,0.1858407079646018
452,0.15044247787610618
453,0.15929203539823011
454,0.15929203539823011
455,0.17699115044247793
456,0.17699115044247793
457,0.168141592920354
458,0.15929203539823011
459,0.15929203539823011
460,0.15044247787610618
461,0.13274336283185845
462,0.14159292035398233
463,0.13274336283185845
464,0.12389380530973451
465,0.13274336283185845
466,0.11504424778761066
467,0.10619469026548671
468,0.11504424778761066
469,0.10619469026548671
470,0.10619469026548671
471,0.11504424778761066
472,0.07964601769911504
473,0.08849557522123899
474,0.09734513274336284
475,0.09734513274336284
476,0.09734513274336284
477,0.10619469026548671
478,0.09734513274336284
479,0.08849557522123899
480,0.08849557522123899
481,0.07964601769911504
482,0.08849557522123899
483,0.07079646017699118
484,0.07964601769911504
485,0.07079646017699118
486,0.07964601769911504
487,0.07964601769911504
488,0.07079646017699118
489,0.07079646017699118
490,0.06194690265486724
491,0.06194690265486724
492,0.053097345132743376
493,0.053097345132743376
494,0.06194690265486724
495,0.053097345132743376
496,0.03539823008849557
497,0.053097345132743376
498,0.053097345132743376
499,0.053097345132743376
500,0.06194690265486724
501,0.044247787610619475
502,0.044247787610619475
503,0.044247787610619475
504,0.044247787610619475
505,0.07079646017699118
506,0.07079646017699118
507,0.07964601769911504
508,0.08849557522123899
509,0.07964601769911504
510,0.09734513274336284
511,0.10619469026548671
512,0.13274336283185845
513,0.14159292035398233
514,0.168141592920354
515,0.1858407079646018
516,0.2035398230088496
517,0.2035398230088496
518,0.2035398230088496
519,0.2035398230088496
520,0.2212389380530974
521,0.21238938053097348
522,0.21238938053097348
523,0.21238938053097348
524,0.2035398230088496
525,0.2035398230088496
526,0.2035398230088496
527,0.2212389380530974
528,0.23008849557522126
529,0.21238938053097348
530,0.2212389380530974
531,0.2212389380530974
532,0.23008849557522126
533,0.23893805309734514
534,0.25663716814159293
535,0.24778761061946908
536,0.23893805309734514
537,0.23893805309734514
538,0.23008849557522126
539,0.21238938053097348
540,0.2035398230088496
541,0.2035398230088496
542,0.19469026548672566
543,0.21238938053097348
544,0.19469026548672566
545,0.19469026548672566
546,0.19469026548672566
547,0.1858407079646018
548,0.17699115044247793
549,0.17699115044247793
550,0.1858407079646018
551,0.17699115044247793
552,0.17699115044247793
553,0.168141592920354
554,0.17699115044247793
555,0.15929203539823011
556,0.15929203539823011
557,0.15044247787610618
558,0.14159292035398233
559,0.14159292035398233
560,0.13274336283185845
561,0.14159292035398233
562,0.14159292035398233
563,0.14159292035398233
564,0.13274336283185845
565,0.11504424778761066
566,0.12389380530973451
567,0.11504424778761066
568,0.11504424778761066
569,0.10619469026548671
570,0.10619469026548671
571,0.11504424778761066
572,0.11504424778761066
573,0.09734513274336284
574,0.08849557522123899
575,0.09734513274336284
576,0.08849557522123899
577,0.10619469026548671
578,0.09734513274336284
579,0.08849557522123899
580,0.09734513274336284
581,0.08849557522123899
582,0.10619469026548671
583,0.11504424778761066
584,0.10619469026548671
585,0.11504424778761066
586,0.11504424778761066
587,0.11504424778761066
588,0.14159292035398233
589,0.14159292035398233
590,0.13274336283185845
591,0.15044247787610618
592,0.14159292035398233
593,0.17699115044247793
594,0.19469026548672566
595,0.21238938053097348
596,0.23893805309734514
597,0.23893805309734514
598,0.27433628318584075
599,0.3008849557522124
600,0.3451327433628319
601,0.3893805309734514
602,0.43362831858407086
603,0.4690265486725663
604,0.49557522123893805
605,0.5309734513274337
606,0.5398230088495576
607,0.5398230088495576
608,0.5486725663716814
609,0.5663716814159293
610,0.584070796460177
611,0.5752212389380531
612,0.5752212389380531
613,0.5663716814159293
614,0.5663716814159293
615,0.5752212389380531
